time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-22 00:00:00+00:00,9,4,1,1
2026-01-23 00:00:00+00:00,9,5,0,0
2026-01-24 00:00:00+00:00,12,6,0,0
2026-01-25 00:00:00+00:00,4,3,0,0
2026-01-26 00:00:00+00:00,14,5,0,0
2026-01-27 00:00:00+00:00,9,4,0,0
2026-01-28 00:00:00+00:00,13,8,0,0
2026-01-29 00:00:00+00:00,4,3,0,0
2026-01-30 00:00:00+00:00,13,8,1,1
2026-01-31 00:00:00+00:00,15,6,1,1
2026-02-01 00:00:00+00:00,10,5,0,0
2026-02-02 00:00:00+00:00,18,8,0,0
2026-02-03 00:00:00+00:00,16,7,0,0
2026-02-04 00:00:00+00:00,12,7,0,0
