time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-10 00:00:00+00:00,4,4,13,3
2025-08-11 00:00:00+00:00,5,5,8,2
2025-08-12 00:00:00+00:00,5,5,61,2
2025-08-13 00:00:00+00:00,4,4,9,1
2025-08-14 00:00:00+00:00,4,4,32,6
2025-08-15 00:00:00+00:00,1,1,1,1
2025-08-16 00:00:00+00:00,3,3,2,1
2025-08-17 00:00:00+00:00,12,9,36,3
2025-08-18 00:00:00+00:00,8,2,3,3
2025-08-19 00:00:00+00:00,6,6,1,1
2025-08-20 00:00:00+00:00,5,5,1,1
2025-08-21 00:00:00+00:00,1,1,4,4
2025-08-22 00:00:00+00:00,3,3,2,1
2025-08-23 00:00:00+00:00,1,1,1,1
