referrer,views_total,views_unique
nature.com,17,4
github.com,8,5
forum.image.sc,7,5
Bing,6,5
Google,6,4
ieeexplore.ieee.org,5,1
data.mendeley.com,3,2
imagej.net,1,1
statics.teams.cdn.office.net,1,1
