referrer,views_total,views_unique
github.com,109,7
Google,70,9
imagej.net,23,1
nature.com,16,8
jiyuuchc.github.io,8,2
data.mendeley.com,4,2
ncbi.nlm.nih.gov,2,2
chatgpt.com,1,1
forum.image.sc,1,1
Bing,1,1
