time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-31 00:00:00+00:00,21,6,2.0,1.0
2025-11-01 00:00:00+00:00,7,2,,
2025-11-02 00:00:00+00:00,1,1,1.0,1.0
2025-11-03 00:00:00+00:00,12,3,2.0,1.0
2025-11-04 00:00:00+00:00,10,3,4.0,4.0
2025-11-05 00:00:00+00:00,4,4,3.0,3.0
2025-11-06 00:00:00+00:00,11,5,2.0,1.0
2025-11-07 00:00:00+00:00,2,2,1.0,1.0
2025-11-08 00:00:00+00:00,9,3,12.0,2.0
2025-11-09 00:00:00+00:00,13,6,,
2025-11-10 00:00:00+00:00,20,4,12.0,2.0
2025-11-11 00:00:00+00:00,5,5,3.0,2.0
2025-11-12 00:00:00+00:00,9,3,,
2025-11-13 00:00:00+00:00,2,2,1.0,1.0
