time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-09 00:00:00+00:00,3,3,,
2024-03-10 00:00:00+00:00,1,1,1.0,1.0
2024-03-11 00:00:00+00:00,4,4,34.0,3.0
2024-03-12 00:00:00+00:00,1,1,6.0,4.0
2024-03-13 00:00:00+00:00,1,1,11.0,3.0
2024-03-14 00:00:00+00:00,8,2,7.0,4.0
2024-03-15 00:00:00+00:00,2,2,85.0,8.0
2024-03-16 00:00:00+00:00,1,1,17.0,5.0
2024-03-17 00:00:00+00:00,2,2,20.0,2.0
2024-03-18 00:00:00+00:00,2,2,11.0,7.0
2024-03-19 00:00:00+00:00,1,1,101.0,8.0
2024-03-20 00:00:00+00:00,1,1,28.0,8.0
2024-03-21 00:00:00+00:00,4,4,16.0,5.0
2024-03-22 00:00:00+00:00,1,1,3.0,3.0
