referrer,views_total,views_unique
nature.com,16,3
paperswithcode.com,6,1
github.com,3,3
jiyuuchc.github.io,3,1
imagej.net,3,1
Google,2,1
ecosia.org,1,1
colab.research.google.com,1,1
