referrer,views_total,views_unique
github.com,107,10
Google,99,6
jiyuuchc.github.io,59,1
nature.com,44,13
notebooks.githubusercontent.com,31,1
paperswithcode.com,16,1
link.springer.com,12,3
colab.research.google.com,10,1
Bing,3,1
imagej.net,1,1
