time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-31 00:00:00+00:00,6,2,42,7
2024-06-01 00:00:00+00:00,3,2,58,3
2024-06-02 00:00:00+00:00,2,2,64,1
2024-06-03 00:00:00+00:00,2,2,34,5
2024-06-04 00:00:00+00:00,20,13,24,9
2024-06-05 00:00:00+00:00,5,2,1,1
2024-06-06 00:00:00+00:00,6,3,32,5
2024-06-07 00:00:00+00:00,1,1,92,9
2024-06-08 00:00:00+00:00,2,2,56,8
2024-06-09 00:00:00+00:00,1,1,5,5
2024-06-10 00:00:00+00:00,5,2,23,3
2024-06-11 00:00:00+00:00,1,1,9,5
2024-06-12 00:00:00+00:00,2,2,76,5
2024-06-13 00:00:00+00:00,2,2,60,7
