time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-20 00:00:00+00:00,12,7,67.0,8.0
2025-02-21 00:00:00+00:00,3,2,17.0,4.0
2025-02-22 00:00:00+00:00,3,3,25.0,5.0
2025-02-23 00:00:00+00:00,6,4,27.0,3.0
2025-02-24 00:00:00+00:00,2,2,39.0,5.0
2025-02-25 00:00:00+00:00,1,1,14.0,3.0
2025-02-26 00:00:00+00:00,1,1,13.0,1.0
2025-02-27 00:00:00+00:00,14,8,18.0,5.0
2025-02-28 00:00:00+00:00,7,7,20.0,4.0
2025-03-01 00:00:00+00:00,19,14,5.0,1.0
2025-03-02 00:00:00+00:00,7,4,,
2025-03-03 00:00:00+00:00,6,5,10.0,6.0
2025-03-04 00:00:00+00:00,9,7,13.0,4.0
2025-03-05 00:00:00+00:00,16,9,43.0,5.0
