referrer,views_total,views_unique
Google,33,4
nature.com,14,6
github.com,7,3
www-nature-com.ezp-prod1.hul.harvard.edu,4,1
paperswithcode.com,2,1
colab.research.google.com,1,1
imagej.net,1,1
