time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,1.0,1.0,5,5
2024-06-10 00:00:00+00:00,5.0,2.0,23,3
2024-06-11 00:00:00+00:00,1.0,1.0,9,5
2024-06-12 00:00:00+00:00,2.0,2.0,76,5
2024-06-13 00:00:00+00:00,3.0,3.0,60,7
2024-06-14 00:00:00+00:00,,,29,8
2024-06-15 00:00:00+00:00,1.0,1.0,5,3
2024-06-16 00:00:00+00:00,,,2,1
2024-06-17 00:00:00+00:00,1.0,1.0,38,7
2024-06-18 00:00:00+00:00,5.0,2.0,16,4
2024-06-19 00:00:00+00:00,3.0,3.0,8,5
2024-06-20 00:00:00+00:00,1.0,1.0,18,3
2024-06-21 00:00:00+00:00,,,31,3
2024-06-22 00:00:00+00:00,,,36,1
