time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-14 00:00:00+00:00,4,4,2.0,2.0
2025-09-15 00:00:00+00:00,4,4,1.0,1.0
2025-09-16 00:00:00+00:00,6,4,20.0,6.0
2025-09-17 00:00:00+00:00,5,5,1.0,1.0
2025-09-18 00:00:00+00:00,4,3,,
2025-09-19 00:00:00+00:00,7,5,,
2025-09-20 00:00:00+00:00,5,5,,
2025-09-21 00:00:00+00:00,4,4,,
2025-09-22 00:00:00+00:00,4,2,1.0,1.0
2025-09-23 00:00:00+00:00,4,4,,
2025-09-24 00:00:00+00:00,2,1,1.0,1.0
2025-09-25 00:00:00+00:00,3,3,,
2025-09-26 00:00:00+00:00,1,1,12.0,12.0
