referrer,views_total,views_unique
nature.com,142,9
github.com,55,6
Google,25,4
colab.research.google.com,7,2
jiyuuchc.github.io,7,1
Bing,3,1
paperswithcode.com,2,2
data.mendeley.com,1,1
