time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-06 00:00:00+00:00,3.0,2.0,15.0,2.0
2024-03-07 00:00:00+00:00,4.0,3.0,87.0,8.0
2024-03-08 00:00:00+00:00,2.0,2.0,27.0,6.0
2024-03-09 00:00:00+00:00,3.0,3.0,,
2024-03-10 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-03-11 00:00:00+00:00,4.0,4.0,34.0,3.0
2024-03-12 00:00:00+00:00,1.0,1.0,6.0,4.0
2024-03-13 00:00:00+00:00,1.0,1.0,11.0,3.0
2024-03-14 00:00:00+00:00,8.0,2.0,7.0,4.0
2024-03-15 00:00:00+00:00,2.0,2.0,85.0,8.0
2024-03-16 00:00:00+00:00,1.0,1.0,17.0,5.0
2024-03-17 00:00:00+00:00,2.0,2.0,20.0,2.0
2024-03-18 00:00:00+00:00,2.0,2.0,11.0,7.0
2024-03-19 00:00:00+00:00,,,101.0,8.0
