time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-13 00:00:00+00:00,3.0,3.0,1,1
2024-04-14 00:00:00+00:00,2.0,2.0,4,2
2024-04-15 00:00:00+00:00,1.0,1.0,10,5
2024-04-16 00:00:00+00:00,1.0,1.0,8,6
2024-04-17 00:00:00+00:00,6.0,3.0,32,6
2024-04-18 00:00:00+00:00,1.0,1.0,11,6
2024-04-19 00:00:00+00:00,7.0,2.0,7,2
2024-04-20 00:00:00+00:00,6.0,3.0,1,1
2024-04-21 00:00:00+00:00,1.0,1.0,1,1
2024-04-22 00:00:00+00:00,2.0,2.0,8,5
2024-04-23 00:00:00+00:00,1.0,1.0,156,9
2024-04-24 00:00:00+00:00,5.0,2.0,3,3
2024-04-25 00:00:00+00:00,1.0,1.0,1,1
2024-04-26 00:00:00+00:00,,,98,3
