time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-16 00:00:00+00:00,1,1,8.0,6.0
2024-04-17 00:00:00+00:00,6,3,32.0,6.0
2024-04-18 00:00:00+00:00,1,1,11.0,6.0
2024-04-19 00:00:00+00:00,7,2,7.0,2.0
2024-04-20 00:00:00+00:00,6,3,1.0,1.0
2024-04-21 00:00:00+00:00,1,1,1.0,1.0
2024-04-22 00:00:00+00:00,2,2,8.0,5.0
2024-04-23 00:00:00+00:00,1,1,156.0,9.0
2024-04-24 00:00:00+00:00,5,2,3.0,3.0
2024-04-25 00:00:00+00:00,1,1,1.0,1.0
2024-04-26 00:00:00+00:00,1,1,98.0,3.0
2024-04-27 00:00:00+00:00,6,3,2.0,1.0
2024-04-28 00:00:00+00:00,1,1,,
2024-04-29 00:00:00+00:00,1,1,52.0,11.0
