time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-02 00:00:00+00:00,42,5,10.0,2.0
2023-02-03 00:00:00+00:00,2,2,7.0,2.0
2023-02-04 00:00:00+00:00,1,1,2.0,1.0
2023-02-05 00:00:00+00:00,3,3,,
2023-02-06 00:00:00+00:00,18,4,,
2023-02-07 00:00:00+00:00,2,2,4.0,3.0
2023-02-08 00:00:00+00:00,2,2,,
2023-02-09 00:00:00+00:00,2,2,4.0,1.0
2023-02-10 00:00:00+00:00,1,1,2.0,2.0
2023-02-11 00:00:00+00:00,13,3,,
2023-02-12 00:00:00+00:00,2,2,1.0,1.0
2023-02-13 00:00:00+00:00,2,2,2.0,2.0
2023-02-14 00:00:00+00:00,1,1,1.0,1.0
