time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-22 00:00:00+00:00,3,3,2,2
2025-07-23 00:00:00+00:00,4,4,15,15
2025-07-24 00:00:00+00:00,5,4,2,1
2025-07-25 00:00:00+00:00,4,4,3,1
2025-07-26 00:00:00+00:00,3,3,1,1
2025-07-27 00:00:00+00:00,1,1,3,2
2025-07-28 00:00:00+00:00,4,4,23,5
2025-07-29 00:00:00+00:00,5,5,15,3
2025-07-30 00:00:00+00:00,4,3,28,3
2025-07-31 00:00:00+00:00,5,5,5,1
2025-08-01 00:00:00+00:00,5,4,11,3
2025-08-02 00:00:00+00:00,6,3,17,2
2025-08-03 00:00:00+00:00,1,1,3,3
2025-08-04 00:00:00+00:00,3,3,8,1
