time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-08 00:00:00+00:00,8,5,58,2
2025-03-09 00:00:00+00:00,6,3,6,1
2025-03-10 00:00:00+00:00,12,6,19,3
2025-03-11 00:00:00+00:00,3,3,15,4
2025-03-12 00:00:00+00:00,1,1,3,3
2025-03-13 00:00:00+00:00,6,4,5,2
2025-03-14 00:00:00+00:00,2,2,5,5
2025-03-15 00:00:00+00:00,4,3,1,1
2025-03-16 00:00:00+00:00,1,1,1,1
2025-03-17 00:00:00+00:00,5,3,2,2
2025-03-18 00:00:00+00:00,6,3,12,3
2025-03-19 00:00:00+00:00,1,1,2,2
2025-03-20 00:00:00+00:00,1,1,1,1
