referrer,views_total,views_unique
github.com,118,5
jiyuuchc.github.io,45,1
Google,20,3
nature.com,9,7
data.mendeley.com,7,1
colab.research.google.com,5,2
chatgpt.com,4,1
www-nature-com.ezp-prod1.hul.harvard.edu,4,1
