time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-28 00:00:00+00:00,,,19,7
2024-06-29 00:00:00+00:00,,,9,4
2024-06-30 00:00:00+00:00,4.0,2.0,2,2
2024-07-01 00:00:00+00:00,4.0,3.0,7,1
2024-07-02 00:00:00+00:00,5.0,2.0,115,8
2024-07-03 00:00:00+00:00,5.0,2.0,21,3
2024-07-04 00:00:00+00:00,,,98,10
2024-07-05 00:00:00+00:00,,,17,5
2024-07-07 00:00:00+00:00,,,11,1
2024-07-08 00:00:00+00:00,2.0,2.0,61,6
2024-07-09 00:00:00+00:00,,,24,7
2024-07-10 00:00:00+00:00,5.0,2.0,50,11
2024-07-11 00:00:00+00:00,4.0,2.0,21,6
