time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-07 00:00:00+00:00,3,2,8.0,4.0
2025-02-08 00:00:00+00:00,5,2,3.0,1.0
2025-02-09 00:00:00+00:00,5,2,,
2025-02-10 00:00:00+00:00,6,3,15.0,5.0
2025-02-11 00:00:00+00:00,5,2,4.0,3.0
2025-02-12 00:00:00+00:00,4,2,16.0,2.0
2025-02-13 00:00:00+00:00,10,6,37.0,9.0
2025-02-14 00:00:00+00:00,4,2,8.0,3.0
2025-02-15 00:00:00+00:00,5,4,4.0,2.0
2025-02-16 00:00:00+00:00,5,2,,
2025-02-17 00:00:00+00:00,6,3,24.0,5.0
2025-02-18 00:00:00+00:00,4,2,3.0,3.0
2025-02-19 00:00:00+00:00,5,3,3.0,1.0
2025-02-20 00:00:00+00:00,11,6,67.0,8.0
