referrer,views_total,views_unique
nature.com,30,9
Google,11,6
github.com,5,3
DuckDuckGo,4,1
statics.teams.cdn.office.net,2,1
data.mendeley.com,2,1
imagej.net,1,1
facebook.com,1,1
