referrer,views_total,views_unique
nature.com,17,4
github.com,7,5
Bing,6,5
ieeexplore.ieee.org,5,1
Google,4,2
arxiv.org,4,1
forum.image.sc,2,1
imagej.net,1,1
paperswithcode.com,1,1
