referrer,views_total,views_unique
github.com,109,7
Google,73,11
imagej.net,23,1
nature.com,17,9
jiyuuchc.github.io,8,2
data.mendeley.com,5,2
chatgpt.com,4,2
ncbi.nlm.nih.gov,2,2
forum.image.sc,1,1
notebooks.githubusercontent.com,1,1
