time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-10 00:00:00+00:00,1,1,1,1
2024-03-11 00:00:00+00:00,4,4,34,3
2024-03-12 00:00:00+00:00,1,1,6,4
2024-03-13 00:00:00+00:00,1,1,11,3
2024-03-14 00:00:00+00:00,8,2,7,4
2024-03-15 00:00:00+00:00,2,2,85,8
2024-03-16 00:00:00+00:00,1,1,17,5
2024-03-17 00:00:00+00:00,2,2,20,2
2024-03-18 00:00:00+00:00,2,2,11,7
2024-03-19 00:00:00+00:00,1,1,101,8
2024-03-20 00:00:00+00:00,1,1,28,8
2024-03-21 00:00:00+00:00,4,4,16,5
2024-03-22 00:00:00+00:00,2,2,4,4
