time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-24 00:00:00+00:00,2,2,39.0,5.0
2025-02-25 00:00:00+00:00,1,1,14.0,3.0
2025-02-26 00:00:00+00:00,1,1,13.0,1.0
2025-02-27 00:00:00+00:00,14,8,18.0,5.0
2025-02-28 00:00:00+00:00,7,7,20.0,4.0
2025-03-01 00:00:00+00:00,19,14,5.0,1.0
2025-03-02 00:00:00+00:00,7,4,,
2025-03-03 00:00:00+00:00,6,5,10.0,6.0
2025-03-04 00:00:00+00:00,9,7,13.0,4.0
2025-03-05 00:00:00+00:00,21,11,43.0,5.0
2025-03-06 00:00:00+00:00,8,4,11.0,5.0
2025-03-07 00:00:00+00:00,7,4,8.0,2.0
2025-03-08 00:00:00+00:00,8,5,58.0,2.0
2025-03-09 00:00:00+00:00,1,1,6.0,1.0
