time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-04 00:00:00+00:00,20.0,13.0,24,9
2024-06-05 00:00:00+00:00,5.0,2.0,1,1
2024-06-06 00:00:00+00:00,6.0,3.0,32,5
2024-06-07 00:00:00+00:00,1.0,1.0,92,9
2024-06-08 00:00:00+00:00,2.0,2.0,56,8
2024-06-09 00:00:00+00:00,1.0,1.0,5,5
2024-06-10 00:00:00+00:00,5.0,2.0,23,3
2024-06-11 00:00:00+00:00,1.0,1.0,9,5
2024-06-12 00:00:00+00:00,2.0,2.0,76,5
2024-06-13 00:00:00+00:00,3.0,3.0,60,7
2024-06-14 00:00:00+00:00,,,29,8
2024-06-15 00:00:00+00:00,1.0,1.0,5,3
2024-06-16 00:00:00+00:00,,,2,1
2024-06-17 00:00:00+00:00,,,38,7
