referrer,views_total,views_unique
nature.com,19,4
Google,12,2
ieeexplore.ieee.org,5,1
Bing,4,4
arxiv.org,4,1
github.com,3,3
forum.image.sc,2,1
jiyuuchc.github.io,1,1
imagej.net,1,1
paperswithcode.com,1,1
