time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-16 00:00:00+00:00,4,4,7.0,1.0
2025-07-17 00:00:00+00:00,1,1,5.0,3.0
2025-07-18 00:00:00+00:00,19,4,3.0,3.0
2025-07-19 00:00:00+00:00,4,4,,
2025-07-20 00:00:00+00:00,5,5,2.0,1.0
2025-07-21 00:00:00+00:00,3,3,29.0,1.0
2025-07-22 00:00:00+00:00,3,3,2.0,2.0
2025-07-23 00:00:00+00:00,4,4,15.0,15.0
2025-07-24 00:00:00+00:00,5,4,2.0,1.0
2025-07-25 00:00:00+00:00,4,4,3.0,1.0
2025-07-26 00:00:00+00:00,3,3,1.0,1.0
2025-07-27 00:00:00+00:00,1,1,3.0,2.0
2025-07-28 00:00:00+00:00,4,4,23.0,5.0
2025-07-29 00:00:00+00:00,4,4,15.0,3.0
