time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-29 00:00:00+00:00,3.0,2.0,15,9
2024-10-30 00:00:00+00:00,,,16,4
2024-10-31 00:00:00+00:00,3.0,2.0,8,3
2024-11-01 00:00:00+00:00,,,9,2
2024-11-02 00:00:00+00:00,1.0,1.0,48,1
2024-11-03 00:00:00+00:00,10.0,3.0,82,3
2024-11-04 00:00:00+00:00,2.0,2.0,67,5
2024-11-05 00:00:00+00:00,3.0,2.0,7,2
2024-11-06 00:00:00+00:00,2.0,1.0,23,3
2024-11-07 00:00:00+00:00,5.0,3.0,2,1
2024-11-08 00:00:00+00:00,19.0,8.0,40,5
2024-11-09 00:00:00+00:00,2.0,2.0,27,2
2024-11-10 00:00:00+00:00,2.0,1.0,15,1
2024-11-11 00:00:00+00:00,1.0,1.0,16,4
