time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-23 00:00:00+00:00,1,1,,
2023-05-24 00:00:00+00:00,3,2,13.0,2.0
2023-05-25 00:00:00+00:00,3,2,1.0,1.0
2023-05-26 00:00:00+00:00,4,3,1.0,1.0
2023-05-27 00:00:00+00:00,3,2,,
2023-05-28 00:00:00+00:00,3,2,,
2023-05-29 00:00:00+00:00,5,4,,
2023-05-30 00:00:00+00:00,3,2,5.0,4.0
2023-05-31 00:00:00+00:00,3,2,1.0,1.0
2023-06-01 00:00:00+00:00,4,3,9.0,5.0
2023-06-02 00:00:00+00:00,3,2,14.0,4.0
2023-06-03 00:00:00+00:00,3,2,3.0,1.0
2023-06-04 00:00:00+00:00,3,2,15.0,2.0
2023-06-05 00:00:00+00:00,1,1,4.0,4.0
