referrer,views_total,views_unique
Google,100,7
github.com,73,10
jiyuuchc.github.io,59,1
nature.com,45,14
notebooks.githubusercontent.com,31,1
paperswithcode.com,16,1
link.springer.com,12,3
colab.research.google.com,10,1
Bing,3,1
imagej.net,1,1
