referrer,views_total,views_unique
github.com,131,6
nature.com,91,16
Google,40,8
notebooks.githubusercontent.com,31,1
paperswithcode.com,16,1
colab.research.google.com,10,1
Bing,6,3
jiyuuchc.github.io,5,1
imagej.net,1,1
