referrer,views_total,views_unique
Google,38,8
github.com,24,9
jiyuuchc.github.io,23,1
nature.com,21,7
ncbi.nlm.nih.gov,5,1
Bing,1,1
data.mendeley.com,1,1
catalyzex.com,1,1
