referrer,views_total,views_unique
Bing,65,6
nature.com,36,12
Google,16,8
paperswithcode.com,10,2
github.com,7,4
data.mendeley.com,2,1
forum.image.sc,1,1
onlinelibrary.wiley.com,1,1
