time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-21 00:00:00+00:00,27,9,0,0
2026-05-22 00:00:00+00:00,3,3,0,0
2026-05-23 00:00:00+00:00,14,4,0,0
2026-05-24 00:00:00+00:00,22,11,0,0
2026-05-25 00:00:00+00:00,10,6,1,1
2026-05-26 00:00:00+00:00,12,6,1,1
2026-05-27 00:00:00+00:00,15,10,0,0
2026-05-28 00:00:00+00:00,14,5,1,1
2026-05-29 00:00:00+00:00,13,7,9,3
2026-05-30 00:00:00+00:00,54,21,2,2
2026-05-31 00:00:00+00:00,4,4,2,1
2026-06-01 00:00:00+00:00,12,6,0,0
2026-06-02 00:00:00+00:00,16,6,0,0
2026-06-03 00:00:00+00:00,4,4,4,1
