time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-15 00:00:00+00:00,1,1,,
2023-04-16 00:00:00+00:00,1,1,4.0,2.0
2023-04-17 00:00:00+00:00,3,3,3.0,1.0
2023-04-18 00:00:00+00:00,1,1,3.0,1.0
2023-04-19 00:00:00+00:00,3,2,2.0,2.0
2023-04-20 00:00:00+00:00,3,2,5.0,3.0
2023-04-21 00:00:00+00:00,3,2,10.0,2.0
2023-04-22 00:00:00+00:00,3,2,2.0,1.0
2023-04-23 00:00:00+00:00,3,2,7.0,3.0
2023-04-24 00:00:00+00:00,4,3,4.0,4.0
2023-04-25 00:00:00+00:00,4,4,18.0,5.0
2023-04-26 00:00:00+00:00,8,7,10.0,3.0
2023-04-27 00:00:00+00:00,4,3,3.0,3.0
2023-04-28 00:00:00+00:00,2,2,13.0,5.0
