time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-06 00:00:00+00:00,3.0,3.0,13,3
2025-08-07 00:00:00+00:00,5.0,5.0,1,1
2025-08-08 00:00:00+00:00,7.0,7.0,6,2
2025-08-09 00:00:00+00:00,5.0,2.0,19,3
2025-08-10 00:00:00+00:00,4.0,4.0,13,3
2025-08-11 00:00:00+00:00,5.0,5.0,8,2
2025-08-12 00:00:00+00:00,5.0,5.0,61,2
2025-08-13 00:00:00+00:00,4.0,4.0,9,1
2025-08-14 00:00:00+00:00,,,32,6
2025-08-15 00:00:00+00:00,,,1,1
2025-08-16 00:00:00+00:00,,,2,1
2025-08-17 00:00:00+00:00,,,36,3
2025-08-18 00:00:00+00:00,,,3,3
2025-08-19 00:00:00+00:00,,,1,1
