time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-08 00:00:00+00:00,12.0,9.0,134,9
2024-10-09 00:00:00+00:00,7.0,5.0,59,5
2024-10-10 00:00:00+00:00,,,5,5
2024-10-11 00:00:00+00:00,,,1,1
2024-10-12 00:00:00+00:00,1.0,1.0,4,3
2024-10-13 00:00:00+00:00,,,1,1
2024-10-14 00:00:00+00:00,5.0,3.0,13,5
2024-10-15 00:00:00+00:00,8.0,4.0,13,5
2024-10-16 00:00:00+00:00,16.0,5.0,36,5
2024-10-17 00:00:00+00:00,15.0,5.0,38,8
2024-10-18 00:00:00+00:00,9.0,3.0,13,6
2024-10-19 00:00:00+00:00,,,3,2
2024-10-20 00:00:00+00:00,1.0,1.0,3,3
2024-10-21 00:00:00+00:00,,,15,8
