referrer,views_total,views_unique
nature.com,17,4
github.com,7,4
Bing,6,5
Google,5,3
ieeexplore.ieee.org,5,1
forum.image.sc,3,2
imagej.net,1,1
paperswithcode.com,1,1
statics.teams.cdn.office.net,1,1
