time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-07 00:00:00+00:00,5,2,3,3
2024-05-08 00:00:00+00:00,1,1,30,2
2024-05-09 00:00:00+00:00,1,1,45,6
2024-05-10 00:00:00+00:00,2,2,1,1
2024-05-11 00:00:00+00:00,1,1,5,1
2024-05-12 00:00:00+00:00,1,1,35,4
2024-05-13 00:00:00+00:00,5,2,13,11
2024-05-14 00:00:00+00:00,1,1,73,4
2024-05-15 00:00:00+00:00,10,7,111,9
2024-05-16 00:00:00+00:00,19,12,60,6
2024-05-17 00:00:00+00:00,11,9,4,2
2024-05-18 00:00:00+00:00,2,2,7,2
2024-05-19 00:00:00+00:00,7,4,1,1
2024-05-20 00:00:00+00:00,2,2,28,3
