time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-30 00:00:00+00:00,4,3,,
2025-05-31 00:00:00+00:00,5,2,,
2025-06-01 00:00:00+00:00,5,2,13.0,2.0
2025-06-02 00:00:00+00:00,1,1,2.0,2.0
2025-06-03 00:00:00+00:00,7,4,7.0,5.0
2025-06-04 00:00:00+00:00,3,2,10.0,4.0
2025-06-05 00:00:00+00:00,8,5,7.0,2.0
2025-06-06 00:00:00+00:00,6,3,12.0,2.0
2025-06-07 00:00:00+00:00,3,2,2.0,1.0
2025-06-08 00:00:00+00:00,5,2,,
2025-06-09 00:00:00+00:00,4,3,7.0,2.0
2025-06-10 00:00:00+00:00,1,1,3.0,3.0
2025-06-11 00:00:00+00:00,5,5,22.0,4.0
2025-06-12 00:00:00+00:00,1,1,,
