time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-11 00:00:00+00:00,1.0,1.0,6,3
2025-01-12 00:00:00+00:00,1.0,1.0,1,1
2025-01-14 00:00:00+00:00,3.0,2.0,12,4
2025-01-15 00:00:00+00:00,2.0,1.0,9,5
2025-01-16 00:00:00+00:00,4.0,2.0,19,1
2025-01-17 00:00:00+00:00,2.0,1.0,14,5
2025-01-18 00:00:00+00:00,,,4,2
2025-01-20 00:00:00+00:00,1.0,1.0,9,3
2025-01-21 00:00:00+00:00,2.0,2.0,6,2
2025-01-22 00:00:00+00:00,,,2,2
2025-01-23 00:00:00+00:00,1.0,1.0,6,3
2025-01-24 00:00:00+00:00,,,18,4
