time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-28 00:00:00+00:00,,,3.0,3.0
2024-09-29 00:00:00+00:00,,,11.0,4.0
2024-09-30 00:00:00+00:00,,,1.0,1.0
2024-10-01 00:00:00+00:00,,,2.0,2.0
2024-10-02 00:00:00+00:00,10.0,5.0,26.0,6.0
2024-10-03 00:00:00+00:00,,,1.0,1.0
2024-10-04 00:00:00+00:00,3.0,3.0,13.0,7.0
2024-10-05 00:00:00+00:00,1.0,1.0,,
2024-10-06 00:00:00+00:00,,,6.0,3.0
2024-10-07 00:00:00+00:00,3.0,2.0,31.0,4.0
2024-10-08 00:00:00+00:00,12.0,9.0,134.0,9.0
2024-10-09 00:00:00+00:00,7.0,5.0,59.0,5.0
2024-10-10 00:00:00+00:00,,,5.0,5.0
2024-10-11 00:00:00+00:00,,,1.0,1.0
