referrer,views_total,views_unique
github.com,63,5
Google,37,4
nature.com,9,7
data.mendeley.com,7,1
chatgpt.com,4,1
www-nature-com.ezp-prod1.hul.harvard.edu,4,1
colab.research.google.com,1,1
