referrer,views_total,views_unique
github.com,100,5
nature.com,36,13
Google,18,8
paperswithcode.com,10,2
ncbi.nlm.nih.gov,2,2
data.mendeley.com,1,1
forum.image.sc,1,1
onlinelibrary.wiley.com,1,1
