referrer,views_total,views_unique
github.com,43,10
Google,39,8
jiyuuchc.github.io,23,1
nature.com,20,6
ncbi.nlm.nih.gov,5,1
biorxiv.org,2,1
data.mendeley.com,1,1
catalyzex.com,1,1
