time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-27 00:00:00+00:00,3,2,,
2023-05-28 00:00:00+00:00,3,2,,
2023-05-29 00:00:00+00:00,5,4,,
2023-05-30 00:00:00+00:00,3,2,5.0,4.0
2023-05-31 00:00:00+00:00,3,2,1.0,1.0
2023-06-01 00:00:00+00:00,4,3,9.0,5.0
2023-06-02 00:00:00+00:00,3,2,14.0,4.0
2023-06-03 00:00:00+00:00,3,2,3.0,1.0
2023-06-04 00:00:00+00:00,3,2,15.0,2.0
2023-06-05 00:00:00+00:00,4,3,5.0,4.0
2023-06-06 00:00:00+00:00,3,2,6.0,3.0
2023-06-07 00:00:00+00:00,1,1,2.0,2.0
2023-06-08 00:00:00+00:00,3,2,8.0,3.0
2023-06-09 00:00:00+00:00,2,2,3.0,2.0
