time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-21 00:00:00+00:00,3,3,,
2025-04-22 00:00:00+00:00,5,2,6.0,3.0
2025-04-23 00:00:00+00:00,1,1,21.0,6.0
2025-04-24 00:00:00+00:00,4,3,9.0,2.0
2025-04-25 00:00:00+00:00,1,1,,
2025-04-26 00:00:00+00:00,5,2,,
2025-04-27 00:00:00+00:00,2,2,60.0,1.0
2025-04-28 00:00:00+00:00,1,1,1.0,1.0
2025-04-29 00:00:00+00:00,1,1,1.0,1.0
2025-04-30 00:00:00+00:00,1,1,,
2025-05-01 00:00:00+00:00,6,3,3.0,1.0
2025-05-02 00:00:00+00:00,1,1,,
2025-05-03 00:00:00+00:00,2,2,,
