time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-05 00:00:00+00:00,4.0,4.0,46,5
2024-05-06 00:00:00+00:00,12.0,7.0,85,3
2024-05-07 00:00:00+00:00,5.0,2.0,3,3
2024-05-08 00:00:00+00:00,1.0,1.0,30,2
2024-05-09 00:00:00+00:00,1.0,1.0,45,6
2024-05-10 00:00:00+00:00,2.0,2.0,1,1
2024-05-11 00:00:00+00:00,1.0,1.0,5,1
2024-05-12 00:00:00+00:00,1.0,1.0,35,4
2024-05-13 00:00:00+00:00,5.0,2.0,13,11
2024-05-14 00:00:00+00:00,1.0,1.0,73,4
2024-05-15 00:00:00+00:00,10.0,7.0,111,9
2024-05-16 00:00:00+00:00,19.0,12.0,60,6
2024-05-17 00:00:00+00:00,11.0,9.0,4,2
2024-05-18 00:00:00+00:00,,,7,2
