time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-05 00:00:00+00:00,2,2,6.0,3.0
2022-08-06 00:00:00+00:00,2,2,,
2022-08-07 00:00:00+00:00,4,4,,
2022-08-08 00:00:00+00:00,2,2,4.0,2.0
2022-08-09 00:00:00+00:00,2,2,6.0,2.0
2022-08-10 00:00:00+00:00,3,3,1.0,1.0
2022-08-11 00:00:00+00:00,3,3,16.0,5.0
2022-08-12 00:00:00+00:00,1,1,1.0,1.0
2022-08-13 00:00:00+00:00,3,3,12.0,1.0
2022-08-14 00:00:00+00:00,4,4,5.0,1.0
2022-08-15 00:00:00+00:00,3,3,6.0,3.0
2022-08-16 00:00:00+00:00,4,4,17.0,2.0
2022-08-17 00:00:00+00:00,4,4,81.0,4.0
2022-08-18 00:00:00+00:00,2,2,13.0,3.0
