referrer,views_total,views_unique
nature.com,116,8
github.com,57,6
Google,28,4
colab.research.google.com,7,2
jiyuuchc.github.io,7,1
paperswithcode.com,3,3
Bing,3,1
data.mendeley.com,1,1
Yahoo,1,1
