time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-14 00:00:00+00:00,1,1,73,4
2024-05-15 00:00:00+00:00,10,7,111,9
2024-05-16 00:00:00+00:00,19,12,60,6
2024-05-17 00:00:00+00:00,11,9,4,2
2024-05-18 00:00:00+00:00,2,2,7,2
2024-05-19 00:00:00+00:00,7,4,1,1
2024-05-20 00:00:00+00:00,3,3,33,4
2024-05-21 00:00:00+00:00,7,4,11,7
2024-05-22 00:00:00+00:00,10,7,148,13
2024-05-23 00:00:00+00:00,14,10,58,4
2024-05-24 00:00:00+00:00,5,3,69,5
2024-05-25 00:00:00+00:00,2,2,18,3
2024-05-26 00:00:00+00:00,5,2,14,4
2024-05-27 00:00:00+00:00,1,1,21,8
