referrer,views_total,views_unique
nature.com,24,5
Google,15,2
ieeexplore.ieee.org,5,1
Bing,4,4
arxiv.org,4,1
github.com,3,3
jiyuuchc.github.io,3,2
paperswithcode.com,1,1
