time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-30 00:00:00+00:00,6,6,8.0,3.0
2022-08-31 00:00:00+00:00,7,7,37.0,5.0
2022-09-01 00:00:00+00:00,2,2,40.0,3.0
2022-09-02 00:00:00+00:00,3,3,,
2022-09-03 00:00:00+00:00,4,4,1.0,1.0
2022-09-04 00:00:00+00:00,1,1,2.0,2.0
2022-09-05 00:00:00+00:00,1,1,,
2022-09-06 00:00:00+00:00,4,4,14.0,4.0
2022-09-07 00:00:00+00:00,6,6,8.0,3.0
2022-09-08 00:00:00+00:00,6,6,3.0,3.0
2022-09-09 00:00:00+00:00,4,4,,
2022-09-10 00:00:00+00:00,2,2,,
2022-09-11 00:00:00+00:00,4,4,,
2022-09-12 00:00:00+00:00,1,1,,
