referrer,views_total,views_unique
github.com,140,6
Google,40,8
nature.com,34,13
notebooks.githubusercontent.com,31,1
paperswithcode.com,16,1
colab.research.google.com,10,1
Bing,6,3
jiyuuchc.github.io,5,1
imagej.net,1,1
